Text,Actual,Predicted
screenshot langsung dari live tiktok akun pak Anies masih jam 6.20 dalam dan luar jis udah penuh sama masyarakat bukti bahwa banyak masyarakat yang menginginkan perubahan mereka ga dibayar murni dari hati untuk negeri kalo hari ini saya ada waktu kosong saya berangkat https://t.co/iviEZg80aJ,positive,positive
Lebih penasaran sama debat cawapres terutama tentang gimana jawaban Gibran ketika dipepet oleh Mahfud &amp; Cak Imin soal keputusan MK.,positive,positive
Ini prabowo tuh cara ngomongnya sangat spesifik untuk target masyarakat yang cuman pengen sound bite template capcut jedag jedug TikTok,positive,positive
Manusia dipandang rendah banget oleh Prabowo. Seolah-olah bagi dia segala persoalan bisa diselesaikan dengan kasih makan uang dan jabatan.,negative,negative
Anies - Cak Imin punya cara biar menteri-menterinya nggak kepikiran buat keluar dari kabinet Jokowi yaitu dengan bikin perubahan jadi teka-teki @aditya_girash https://t.co/Jx9qZtJpXk,negative,negative
@awemany lah debat itu hrs ofensif om apalagi dr dua yg lain dikesankan anies itu oposisinya jokowi tp dr ketiga itu yg penjelasan logis n lebih realistis ya anies tp memang PD kan ada di 2 jd wajar jika pandangannya seperti itu tp ini blundernya PD perubahan yg dibawa tdk ada makna,positive,positive
Para sahabatku sebangsa dan setanah air marilah kita bersatu mendukung pak Prabowo untuk memperbaiki dan melanjutkan cita2 perjuangan bangsa kita sebagaimana yg di-cita2kan oleh para pendiri bangsa Indonesia. Kalau bukan karena keikhlasan mana mungkin beliau bertahan! https://t.co/7nlhm4DSJ6,positive,positive
Anies dan Cak Imin telah mengambil sikap yang mengutamakan keadilan sosial dan kesejahteraan warga. https://t.co/HIKR1mxqEJ,positive,positive
@DokterTifa Kata KPU TDK ada meja dan podium untuk menunjukkan bahwa capres kita semua kuat semua berdiri lama tanpa minum.,negative,negative
Pakai Rompi Amin UAS Dukung Anies-Cak Imin di Pilpres 2024? https://t.co/q68gZSlAmk,positive,positive
pak Prabowo kalang kabut di debat Anis Prediksi putaran pertama pak Ganjar kalah lalu PDIP berbalik gabung lagi dgn koalisi Indonesia maju balas Budi Gibran sebagai mantan anggota partai Duel sengit Paslon 01&amp;02,negative,negative
broken home soalnya bapakku ganjar ibuku anis aku prabowo,positive,positive
Ganjar - Ahok - jni formasi yang pas kayanya kalo untuk debat pilpres GanjarBersih KuatkanKPK Hebat,positive,positive
Setelah dari Mataram NTB pak Anies Langsung menuju ke Pare-pare Sulsel untuk kampanye Akbar Selasa 6 Februari 2024 https://t.co/FX7A4ZX4Hs,positive,positive
pilih anis soalnya anis baswEDAN kali aja indonesia jadi edaaannn,negative,negative
Anies ke Massa di JIS: Ini Jihad Perjuangan untuk Demokrasi https://t.co/YiwwDImV6k,positive,positive
Calon presiden nomor urut 3 Ganjar Pranowo mengajak generasi muda untuk menauladani sikap dan prinsip ulama kharismatik Banten Abuya Muhtadi Dimyathi. Hal ini disampaikannya kepada Tim Pemenangan Daerah (TPD) Caleg dan Relawan yang ada di Banten. Saya tidak tahu hebatnya https://t.co/PSrtMB8Vlo,positive,positive
Fungsi kemenhan. #prabowo https://t.co/EokdCcUrEd,neutral,neutral
@MorphoMenelausX kyknya ada miss interpretasi mksdnya pak ahok itu ketika prabs nanti sakit kemudian gibran yng naik jadi presiden emnya jokowi bisa kerja maknanya mungkin.. ahok mempertanyakan apakah jokowi bisa membantu Gibran.. dari yg gua lihat dari video ini https://t.co/Fx6ADpFrnl,positive,positive
Abah @aniesbaswedan Disambut sholawat ribuan warga Tulungagung. Kampanye pamungkas di Jawa Timur sekarang di Pasuruan live kampanye https://t.co/21kvD7biIk,positive,positive
Anies juga lebih mungkin hampir pasti akan banyak bawa orang non partisan dari luar Pemerintahan. Lebih banyak harapan utk membenahi birokrasi yg sudah kelamaan jadi kobokan politik. Sehebatnya Ganjar Mahfud kabinetnya ya isinya kader partai itu itu aja. Gak deh.,positive,positive
Moga paham ya! #OgahDibegoin #Amin #AnginKTP #amin #AniesMuhaimin2024 #AMINajadulu #AniesMuhaimin2024 #AminMenang1Putaran #CoblosNo1 https://t.co/VQxQWxyoRT,positive,positive
Kalo zombienya kaya gini gue teriak teriak terus ah biar dikejar https://t.co/ADRTTAunjf,negative,negative
https://t.co/VtFloN0RDn Ini link berita nya soal kasus skandal korupsi prabowo,negative,negative
Video dibawah isinya skandal dan kriminal di keluarga prabowo. Dari korupsi pembunuhan hingga video porno. Intinya Prabowo bermasalah keluarganya pun banyak yg bermasalah. Lalu kamu mau menyerahkan bangsa ini ke Prabowo dan keluarganya? Ndasmu !!!! GanjarMahfud Tegas https://t.co/nU0k3sSZ84,positive,positive
Ketum PAN Zulhas: Prabowo Menang Telak di Debat Pertama https://t.co/Dzm5BFw3xS,positive,positive
Walau gimanapun Prabowo punya kelebihan dibandingkan Capres lain. Misal pernah 3 x Nyapres. Susahloh dapatin tiket capres.,positive,positive
Panggilan kepada seluruh abang mpok nyak babe pasukan gemoy Jakarta Timur. Mari kita kawal kemenangan Prabowo Gibran sekali putaran dengan hadir di GBK hari Sabtu 10 Februari 2024 jam 10.00 WIB. Kita wujudkan pemilu damai dan riang gembira. Sampai ketemu di hari Sabtu! https://t.co/Tj9sx9xCns,positive,positive
@Hasbil_Lbs Mo nyerang balik bagaimana Wowo ngga tahu perkembangan apa apa dia hanya sibuk dengan diri sendiri serta cari cara bagaimana bisa berkuasa Anies bilang ini doi setuju Ganjar bilang apa eeh setuju juga Intinya Wowo bukan apa apa.,negative,negative
Jadi Cawapres Termuda Relawan: Gibran Rakabuming Contoh bagi Negara-negara lain https://t.co/0xdH1oBBPe,negative,negative
Survei jateng ga dipublis. Kabarnya elektabilitas 02 nyungsep pasca paduka bagi bagi bansos https://t.co/EUWcDgdNNs,positive,positive
Ihh kangen anis karna abis ngelike sw ku,positive,positive
Ganjar Pranowo CAPRES INDONESIA RAYA! Dan para pendukungnya adalah org2 yg sangat mencintai negerinya. 🇮🇩 https://t.co/tEWkncp6Rx,positive,positive
@8radjamantak4 @ydr_amzl @Ani1850933 @pedagang_kritik Lalu menurut anda paling kuat kepempinan dan paling bijaksana siapa ? 1. anies jadi presiden indonesia memimpin suku bangsa asli yang tidak memiliki kekuatan politik di area politik di kendalikan nasdem pks dan pkb. 2. ganjar yg pasti di setir sebagai petugas partai pdip ?,positive,positive
Ganjar-Mahfud udah jadi pilihan banget nih solusi pake teknologi informasi udah jelas banget. Bersama Ganjar kita sejahtera @cciociii #GanjarMahfud2024 #GanjarPresidenRakyat #Coblos3 https://t.co/qB48gGHxGE,positive,positive
Pesan saya ke pak ANIES. Jika terpilih jadi presiden tolong audit biaya mblusukan bapak ini.,neutral,neutral
Selamat pagi tweeps awali pagi yang cerah ini dengan berdoa. Selamat beraktivitas tetap semangat dan salam #IndonesiaRaya #Prabowo https://t.co/omaCzZqTZi,positive,positive
Calon wakil presiden nomor urut 1 Muhaimin Iskandar menjanjikan perlindungan kepada WNI terutama mereka yang menjadi TKI. https://t.co/DqgbzB9uCd,positive,positive
@drReUtari08 Jadi maksud lo karena PS pernah mengusung anies..anies harus nurut sepanjang hidupnya ke PS..? TOLOL amat cara berfikir ente..,negative,negative
Pak Anies sebelumnya menjadi jubir kampanye Pak Jokowi dan kemudian diajak Pak Jokowi jadi pembantu presiden. Setelah cerita berkata lain beliau datang ke rumah Pak Prabowo dengan gestur yang boleh dikatakan manis dan dikabulkanlah dukungan dan bahkan modal dari Pak Prabowo https://t.co/Xbdm3PwVXn,positive,positive
Anies Harap Tak Ada Gangguan Jelang Kampanye Akbar di JIS https://t.co/L3IHU2J9Ag,positive,positive
penilaian penyampaian visi misi secara pribadi 1. anies : penyampaiannya lugas tapi tajem sesuai tema 2. prabowo : penyampaiannya menggebu-gebu dan melebar dari tema 3. ganjar : penyampainnya santai tapi tidak sesuai tema,positive,positive
Buzzer anis marah2 sama akun meme.. ,negative,negative
Juru bicara capres-cawapres nomor urut 2 Prabowo-Gibran yakni Fahri Hamzah membuat pernyataan di akun X miliknya yang menyinggung peran oposisi di kabinet Presiden Jokowi. Cuitan itu menyebut capres nomor urut 1 Anies Baswedan akan mengumumkan seluruh partai pendukungnya akan https://t.co/ZRDIKFRn91,positive,positive
Detik-detik gibran emosi saat melihat prabowo emosi https://t.co/jruCDhALSq,positive,positive
Prabowo Sebut yang Tidak Setuju Program Makan Siang Kebangetan dan Tak Waras https://t.co/QTXj1xEA4j,positive,positive
Gibran Produk Pelanggaran Konstitusi Rakyat Bisa Ikut2an Melanggar Konstitusi Jika Prabowo Gibran Menang Indonesia terancam Chaos Karena Rakyat Akan Rame-Rame Melanggar Konstitusi Meniru Gibran?,positive,positive
@ojantigakali @brother_djon iya bener kak pak anies jg mengingatkan untuk cek kertasnya,positive,positive
Mantabnya sis kita2 aktif menginformasikan program BARENGMas B0W0GBran yg tujuannya untuk kemakmuran masyarakat memakai cara positif. @prabowo @prabowogibran02 #KamuKITA02BIRUinGbk SABTUBIru PESTARAkyat,positive,positive
sejauh ini anies sm ganjar penyampaian oke,positive,positive
@NenkMonica Bayangin saja saat dianjurkan banyak minum asam sulfat untuk ibu hamil...yg dengar langsung nganguk artinya paten kalli saran bapak ini...dapat kita simpulkan mitra bicara nya kyk apa @NenkMonica,positive,positive
Desak Anies semalam. Lansiapun diberi kesempatan. Karena khawatir Gen Z akan salah pilih Capres. #AniesFinalStage #AMINAjaDulu https://t.co/8gVQ8VX1yS,negative,negative
Program HOTLINE PARIS Pengacara Gratis untuk masyarakat mendapatkan keadilan dari korban kekerasan kejahatan. @aniesbaswedan @cakimiNOW Desak Anies Pekanbaru https://t.co/JmM79PfvZa,positive,positive
Kalo kalian dulu pendukung Prabowo sekarang bingung mau memilih mendukung Prabowo atau Anies Baswedan sebaiknya dengerin dahulu omongan mantan pendukung Jokowi ini . https://t.co/xJTg403LmG,positive,positive
Pagi pagi dah halu https://t.co/3Gr5kYBiUU,negative,negative
@faisalfaz79 @WaseemBadami Ohh MashaAllah.,neutral,neutral
من أعرض عن المعصية ألقى الله نورا في قلبه Orang yang mau menghindar dari kemaksiatan itu seketika Allah memberikan Nur ( Cahaya ) di dalam hatinya . (Dan) Orang kalo hatinya bersih itu perkataannya mengandung hikmah.. Nyawang ae seneng.. _Gus mamak faishol,positive,positive
@YaqutCQoumas Ngapain Tim Anies nyomot Ansor kan udah tau Ansor dukung 02 karena suatu hal https://t.co/bwHHkincR1,negative,negative
Buka twt yang pertama diliat foto ini.. langsung ketawa.. zoom in zoom out.. (OMYGOD TAEHYUN @#(#--&amp;@&amp;*).. save https://t.co/zzgMDOuvJD,positive,positive
terus surya paloh kaga keluarin duit buat anies?,positive,positive
Entah lah. Kering air liur dah cakap benda sama.,negative,negative
@RKinayung Ohh pendukung Prabowo(02) tujuannya nanyanya bukan pengen tau beneran ini maah sebenernya udah tau tapi yaa cuma mau ngegiring aja dan kalopun belom tau terus dijelasin dengan bener juga entar ada-ada aja lagi alasannya,positive,positive
Baru bangun JIS dan formula E itu pun hutang seolah-olah punya rekam jejak yg hebat pdhl itu semua utk org menengah keatas ,negative,negative
Pemilihan Duet Ganjar Mahfud adlh keputusan yg bijaksana..!! Kepemimpinan yg cerdas &amp; berkualitas sangat diperlukan utk membawa masyarakat &amp; Indonesia ke arah yg lebih baik GanjarMahfud Bijaksana https://t.co/eAMImp9k1j,positive,positive
Ganjar-Mahfud menunjukkan keberpihakan kepada rakyat dengan fokus pada peningkatan kualitas hidup melalui pekerjaan yang layak. @Kooree_ GanjarPranowo Presiden2024 https://t.co/UvETAhy6TU,positive,positive
Anies bngt ini yg Menjanjikan telur kata bersilat lidah nya Pinter bngt ,positive,positive
Sudahlah jangan bohongin diri sendiri akui saja memang anis yang terbaik.. Tim nomor 2 buat survey eh malah nomor 1 yg menang itu kan nggak asam sulfat banget https://t.co/40RDEn68nX,positive,positive
Cak Imin orangnya lumayan baik nha prof Mahfud ini tipe senggol bacok wkwk.. pen ngliat gimana mereka menghadapi anak manja pak bos. Tega apa berbelas kasihan ?,positive,positive
@_4iii_Na_T3H5h @aniesbaswedan Saya suka dan senang bergaul dengan orang2 cerdas omongan nyambung itu alasan saya memilih orang seperti Pak Anies Basedan️ Komitmen beliau dalam memperjuangkan Palestina 🇵🇸 adalah salah satu nilai plus yang tidak bisa kita abaikan sebagai Umat Islam.,positive,positive
@VIVAcoid Belum terpilih udah siapin penerus dari kelompok sendiri. ,negative,negative
1.111 Kiai se-Jawa Barat Dukung Anies-Muhaimin Titipkan Amanah hingga Nasib Bangsa kepada AMIN https://t.co/4BCKQadMhf,positive,positive
Bismillahirrahmanirrahim ALL FOR ONE AMIN #AMINkanIndonesia https://t.co/nCcp1nnNa4,positive,positive
Anies tampil prima tajam-analitis dengan kerangka menghilangkan ketimpangan menegakkan keadilan lewat jalan perubahan ! Anies tampil PRESIDENSIAL !,positive,positive
Kons3r Salam M3tal memberikan pandangan baru bahwa Ganjar Pranowo - Prof Mahfud adalah sosok yang bersahaja dan dekat dengan rakyat Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @pocky_ling21 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/XK323DhEF9,positive,positive
Sampai saat ini masih banyak yg gamau ngakuin apa aja yg sudah dicapai Pak Anies di JKT. Gue sbgai org jkt merasakan langsung perubahan yg ada d jkt. Salah satunya adalah flyover di putaran kereta api deket rumah gue. Dulu banyak yg kecelakaan dsitu sblum ada flyover skrg aman,positive,positive
Ketua KPU Langgar Etik Pencalonan Gibran Tetap Sah https://t.co/OPtecPQzj2,positive,positive
@Hasbil_Lbs @aniesbaswedan Judul nya Anies pengkhianat berdarah dingin. Kalau bikin film ,positive,positive
Ganjar chef yg buruk itu yg dimasak sampe gosong bkn golden brown lg,negative,negative
Dalam momentum 'Hajatan Rakyat Ganjar-Mahfud di Bogor' puluhan ribu masyarakat bersatu dalam semangat yang menggebu untuk memenangkan Ganjar-Mahfud dalam Pilpres 2024. Dengan kebersamaan dan tekad yang kuat mereka meneguhkan dukungan mereka demi mewujudkan kebaikan bagi Bogor https://t.co/N53FjzSg5t,positive,positive
PRABOWO SUDAH MEMPERSIAPKANKANNYA SECARA KESELURUHAN LAHIR DAN BATIN DAN TENTU DENGAN CARA YANG BAIK JUJUR DAN BERSIH.. https://t.co/U6Jvqmvgst,positive,positive
cawapres BELSA dag dig dug duer..... 10 hari lagi di goreng cak imin di rebus pak Mahfud.,positive,positive
Ada pihak yg seakan ada utang budi pak Anies ke Pak Prabowo. Baru kali ini muncul istilah utang budi dalam politik. Kalau demikian bagaimana utang prabowo kpd puluhan juta rakyat yg menyumbang materi dan waktu serta ratusan korban jiwa thn 2019 ?,negative,negative
selain perkenalkan nama saya Tulus.. skrg candu juga dengan izinkan saya berkenalan ulang dengan ibu bapak dan teman² semua. Saya Anies Rasyid Baswedan.. wkwkw mantep tim kreatifnya,positive,positive
@realfedinuril Bapaknya si Prabowo udah jelas koq bilang klo anaknya itu nyulik. Terus suruh minggat ke Jordan sekarang disuruh jadi bangsa permisif atas kasus penculikan yang tak berujung ? Sorry ya @Heraloebss narasi lu sebatas buzzer laknat pemakan taik.,negative,negative
@RagilSemar Di belakang mas Anies apakah ada jamaah putri ? Kalo ada posisi tsb sudah benar....berdasar hadits berikut Dari Anas bin Malik r.a. beliau berkata: Saya bersama seorang anak yatim sholat di belakang Nabi SAW. Sedangkan ibuku Ummu Sulaim sholat di belakang kami. (HR Bukhari).,positive,positive
@Uki23 Mau tanya.. Apa masih ada itu piagam perhargaan dari @psi_id buat @prabowo ? The Prabowo show Kebohongan Ter Alay,positive,positive
Tak apa kalian rusak baliho Ganjar-Mahfud tak apa kalian cabutin baliho Ganjar-Mahfud sebab Ganjar-Mahfud adanya di hati rakyat INDONESIA bukan di baliho. Banyuwangi luar BIASA || Cc. @ganjarpranowo . . . . #YakinPilihGanjar #GanjarMahfud2024 https://t.co/ks6UKZeRZz,negative,negative
Seumur2 gw baru kali ini setuju sama Ahok Tapi HANYA YG BERKAITAN DI VIDEO INI. Bukan apa yg dia pilih tapi perkataan dia tentang Prabowo Gibran yg ga bisa kerja,positive,positive
Ini yang bikin penjahat koruptor perampok uang rakyat takut jika Anies jadi Presiden.,negative,negative
@S4N_W1B1 @ferdinand_mpu Jkw takut Ganjar,positive,positive
@mharisman @muthiastp Alasanya gitu. Tapi yg jelas si Mahfud bukan orang partai jadi kalau Anis x Mahfud suaranya bakal kecil. Orang Indonesia belum semua milih berdasar tokoh masih lihat partai.,negative,negative
@Keran74 Al hamdulilah,neutral,neutral
Prabowo disebut tak paham isu Papua Andika Perkasa : Perlu dialog dan rangkul mereka https://t.co/EaeS0LSZGE,positive,positive
@tvOneNews Woooee @gibran_tweet tolol asam sulfat. Membuat simbol itu tidak begitu cara nya sampai habiskan uang rakyat 400 T transformasi ndasmu ,negative,negative
Mujahidin Gaza dari Brigade Al-Qassam dan Al-Quds membabat kekuatan pasukan dan kendaraan tempur penjajah Israel di Gaza bagian tengah dan utara. Komplotan tentara Zionis yang konon disebut hebat -dengan izin Allah- ternyata hanya menjadi santapan lezat bagi peluru Mujahidin. https://t.co/u3bIk2u0DU,positive,positive
@PDI_Perjuangan DPD PDI Perjuangan Provinsi Bali melaksanakan Konser Gotong Royong bertajuk 'Menangkan Ganjar-Mahfud' di Pilpres 2024 pada Sabtu (3/1) di Lapangan Bhuana Patra Singaraja Buleleng.,positive,positive
Prabowo-Gibran berada di puncak pada hasil survei elektabilitas di Indikator Politik. Maruarar Sirait mengatakan salah satu faktornya lantaran tingkat kepuasan terhadap Presiden Jokowi yang tinggi. #detikPemilu #WaktunyaMilih https://t.co/KLSkuuPJrB,positive,positive
Simak Rekayasa Lalu Lintas Saat Kampanye Akbar Anies di JIS dan Prabowo di GBK https://t.co/ctI0gS6JlI,positive,positive
@AndiSinulingga Semua akan Anis pada waktunya,negative,negative
Inayah Wahid Putri Gus Dur menyindir Prabowo soal ndasmu etik di acara Haul Gus Dur di Ciganjur 16 Desember 2023 https://t.co/dsWlxgIYm1,negative,negative
Anies: Jangan Kita Meniru Pemerintah Belanda Soal Pindahnya Ibukota https://t.co/uFtQGrVPNc,negative,negative
Mahfud: Gibran Tak Bisa Didiskualifikasi tapi Akan Dicibir Masyarakat Selama Hidupnya https://t.co/dyRbL1F7AS,negative,negative
Puan hadiri kampanye Ganjar-Mahfud di Banyuwangi : Yang ngak nomor 3 seneng kan datang kesini https://t.co/D2V22LWJ0a,positive,positive
@erickthohir @prabowo @gibran_tweet Menteri vangkeeeee....menteri yg bertahan dikabinet pilihan Mukidi gak ada yg beres kecuali SM sama pak Basuki paling parah menteri BUMN....sdh pasang2 tampang menggunakan fasilitas BUMN sdh urus SKCK supaya jadi Cawapres eh akhirnya zhonk...sokorrrrrrr,negative,negative
Nanti akan ke sekolah-e anak ragil. Teman²nya sudah pada paham kalau saya mendukung Prabowo-Gibran di pilpres 2024 nanti karena mereka sering main ke rumah. Semua sudah punya hak suara &amp; mulai antusias untuk ikut pilpres sejak sedikit saya kasih pencerahan ...️ https://t.co/IYaRRSiEmZ,positive,positive
